"restaurantID","name","address","alias","city","cuisine","insertedAtTimestamp","latitude","longitude","numReviews","phone","rating","zip_code"
"WbZhH2j8i3GhNsOsviM1VQ","Bonchon - Jersey City","[{""S"":""172 Newark Ave""},{""S"":""Jersey City, NJ 07302""}]","bonchon-jersey-city-jersey-city-3","Jersey City","korean","2022-03-03 00:45:05.346029","40.72128","'-74.045006","282","'+12019851212","3","07302"
"bJPTQ0j3RHHrHVnAqY0avA","Picnic Janchi","[{""S"":""171-4 Northern Blvd""},{""S"":""Flushing, NY 11358""}]","picnic-janchi-flushing","Flushing","korean","2022-03-03 00:45:05.171838","40.7579841","'-73.7954853","2","'+17188860404","4.5","11358"
"PjjpgjY_sdawJU1JHbyNTQ","Temakase","[{""S"":""157 Second Ave""},{""S"":""New York, NY 10003""}]","temakase-new-york","New York","korean","2022-03-03 00:44:34.955489","40.729711","'-73.987127","196","'+12123811456","4","10003"
"VC1udoc_sbHdFaBr0-bMsA","Bombay Chowk","[{""S"":""1378 1st Ave""},{""S"":""New York, NY 10021""}]","bombay-chowk-new-york","New York","indian","2022-03-03 00:39:28.699217","40.76873","'-73.9549","120","'+12122494111","4","10021"
"xlv_CcDXH1hkG4Wq5mECkQ","Vamos Al Tequila","[{""S"":""162 Franklin St""},{""S"":""Brooklyn, NY 11222""}]","vamos-al-tequila-brooklyn","Brooklyn","mexican","2022-03-03 00:40:14.207135","40.73079","'-73.95753","308","'+17183830808","3.5","11222"
"D1V7ZadUtUPuYYlpDA1BOQ","Sakura Of Japan","[{""S"":""570 8th Ave""},{""S"":""New York, NY 10018""}]","sakura-of-japan-new-york-6","New York","japanese","2022-03-03 00:42:26.048470","40.75472","'-73.99129","36","'+12123984646","4","10018"
"Ry9w-jFALWYhazi6jjyIKw","Rucola","[{""S"":""190 Dean St""},{""S"":""Brooklyn, NY 11217""}]","rucola-brooklyn","Brooklyn","italian","2022-03-03 00:41:03.656908","40.68562","'-73.98587","516","'+17185763209","4","11217"
"QrfNvP4RSrQKxZ9d2NDefg","Firefly","[{""S"":""194-17 Northern Blvd""},{""S"":""Flushing, NY 11358""}]","firefly-flushing","Flushing","korean","2022-03-03 00:45:05.370639","40.758145","'-73.787137","43","'+17183140888","4.5","11358"
"yKPRuBvD3ScCc18QrZ4Y6w","El Porton","[{""S"":""3151 Broadway""},{""S"":""New York, NY 10027""}]","el-porton-new-york-2","New York","mexican","2022-03-03 00:40:10.738293","40.81452","'-73.95966","195","'+12126657338","3.5","10027"
"pqebqpVTT8bR_s9iEu8dOA","Curry-Ya","[{""S"":""218 E 10th St""},{""S"":""New York, NY 10003""}]","curry-ya-new-york","New York","korean","2022-03-03 00:44:55.929295","40.72924","'-73.9858","736","'+12129952877","4","10003"
"HDoJIH-qW9FqJ5WB-bKTqA","MIGHTY Bowl","[{""S"":""1109 Lexington Ave""},{""S"":""New York, NY 10075""}]","mighty-bowl-new-york-9","New York","korean","2022-03-03 00:43:55.358591","40.7738","'-73.95945","125","'+16466929065","4.5","10075"
"BtsXojrMtfLRhhFK7rm35A","Hupo","[{""S"":""1007 50th Ave""},{""S"":""Long Island City, NY 11101""}]","hupo-long-island-city-11","Long Island City","chinese","2022-03-03 00:39:45.614993","40.742827","'-73.953575","159","'+17182556722","4.5","11101"
"FgRJsieXorHgI-2XzGxh5A","Nikko Hibachi","[{""S"":""177-21 Union Tpke""},{""S"":""Fresh Meadows, NY 11366""}]","nikko-hibachi-fresh-meadows","Fresh Meadows","japanese","2022-03-03 00:43:12.354118","40.7262971","'-73.7906424","384","'+17188208818","3.5","11366"
"6zH2Ih2Hw2wwf9ssIbZYRw","VinoTapa","[{""S"":""201 E 31st St""},{""S"":""New York, NY 10016""}]","vinotapa-new-york","New York","italian","2022-03-03 00:41:33.094509","40.7436868467235","'-73.9790102422585","433","'+12127258466","4","10016"
"0A1hofERxPqGyOHk6KvrJA","Tandoori Tadka","[{""S"":""713 Newark Ave""},{""S"":""Jersey City, NJ 07306""}]","tandoori-tadka-jersey-city","Jersey City","indian","2022-03-03 00:39:40.470836","40.734925","'-74.061316","4","'+12019185203","3","07306"
"rOULM2AE_hLhsb4mcT9ucg","Eighteen Restaurant","[{""S"":""240 E 81st St""},{""S"":""New York, NY 10028""}]","eighteen-restaurant-new-york-5","New York","japanese","2022-03-03 00:43:26.734481","40.774723","'-73.954641","63","'+12125172400","3.5","10028"
"rk8V5c1Wr5gVLKOaY0g4VQ","Farmers Restaurant","[{""S"":""1692 86th St""},{""S"":""Brooklyn, NY 11214""}]","farmers-restaurant-brooklyn","Brooklyn","chinese","2022-03-03 00:40:01.699854","40.6085510253906","'-74.0053024291992","98","'+17182368883","3","11214"
"aPSuiEp_g0T7Oa-CrxQ6zw","Black Eyed Peas and Collard Greens","[{""S"":""40-05 Skillman""},{""S"":""New York, NY 11104""}]","black-eyed-peas-and-collard-greens-new-york-2","New York","indian","2022-03-03 00:39:39.341962","40.74741","'-73.9232","7","'+19292336783","5","11104"
"_NCh8Gxnrp33NOaDRCxRbQ","Dumok","[{""S"":""8 Henry Ave""},{""S"":""Fl 2""},{""S"":""Palisades Park, NJ 07650""}]","dumok-palisades-park-2","Palisades Park","korean","2022-03-03 00:43:56.594055","40.8461988","'-73.9996687","40","'+12013468388","4","07650"
"xbrQ2dHuQoFJmNxAuOky4A","Vic's","[{""S"":""31 Great Jones St""},{""S"":""New York, NY 10012""}]","vics-new-york","New York","italian","2022-03-03 00:41:03.376200","40.72693","'-73.99319","517","'+12122535700","4","10012"
"z4CzSOnngC2RaTEC_BgUWA","Cataldo's Restaurant","[{""S"":""554 Vanderbilt Ave""},{""S"":""Ste 1""},{""S"":""Brooklyn, NY 11238""}]","cataldos-restaurant-brooklyn","Brooklyn","italian","2022-03-03 00:41:48.687866","40.6800799","'-73.96832","248","'+17188576700","4","11238"
"PqqnNrUtU7XTKQvUM4cyqQ","Bar Verde","[{""S"":""65 2nd Ave""},{""S"":""New York, NY 10003""}]","bar-verde-new-york","New York","mexican","2022-03-03 00:40:03.894502","40.7260849061034","'-73.9897361397743","349","'+12127776965","4.5","10003"
"R7PHDW6wKzYHOOh4f6MrzA","Pakiza Restaurant","[{""S"":""1032 Coney Island Ave""},{""S"":""Brooklyn, NY 11230""}]","pakiza-restaurant-brooklyn","Brooklyn","indian","2022-03-03 00:39:38.538634","40.63244","'-73.96702","32","'+17184345596","3.5","11230"
"w5OkGoc_gcA3EA399aV1Jg","Sri Ganesh's Dosa House","[{""S"":""809 Newark Ave""},{""S"":""Jersey City, NJ 07306""}]","sri-ganeshs-dosa-house-jersey-city","Jersey City","indian","2022-03-03 00:39:31.603284","40.73543","'-74.06535","189","'+12012223883","3.5","07306"
"FkA9aoMhWO4XKFMTuTnl4Q","Atla","[{""S"":""372 Lafayette St""},{""S"":""New York, NY 10012""}]","atla-new-york","New York","mexican","2022-03-03 00:40:08.789550","40.7271874","'-73.9938924","337","'+13476623522","3.5","10012"
"YKfj-CUjgb9xQ1kN_bhNLg","Forgtmenot","[{""S"":""138 Division St""},{""S"":""New York, NY 10002""}]","forgtmenot-new-york-2","New York","mexican","2022-03-03 00:40:21.556592","40.714498871349","'-73.9915559401866","193","'+16467073195","4","10002"
"eMPpgfTIZt-qEZWO1VzvFw","City Kitchen","[{""S"":""700 8th Ave""},{""S"":""New York, NY 10036""}]","city-kitchen-new-york","New York","korean","2022-03-03 00:43:56.350710","40.75857539207855","'-73.98851840000066","485","'+19173380927","4","10036"
"qpkFmGyvbZv-g2fbwyNQUg","Bowery Meat Company","[{""S"":""9 E 1st St""},{""S"":""New York, NY 10003""}]","bowery-meat-company-new-york","New York","italian","2022-03-03 00:41:48.532572","40.72453","'-73.9917876","563","'+12124605255","4","10003"
"Q9F2ocrmYuGt1yn3M7MOBw","Lucali","[{""S"":""575 Henry St""},{""S"":""Brooklyn, NY 11231""}]","lucali-brooklyn-3","Brooklyn","italian","2022-03-03 00:41:01.361504","40.6818","'-74.00024","1761","'+17188584086","4","11231"
"NebgteFykeM1gwiVgPcCHw","The Handpulled Noodle","[{""S"":""3600 Broadway""},{""S"":""Ste 3""},{""S"":""New York, NY 10031""}]","the-handpulled-noodle-new-york","New York","korean","2022-03-03 00:44:55.813574","40.828384","'-73.948674","999","'+19172620213","4","10031"
"Vt0WXW0ZbiDn44qjh0a87w","Hudson Kebab","[{""S"":""464 Broadway""},{""S"":""Bayonne, NJ 07002""}]","hudson-kebab-bayonne","Bayonne","indian","2022-03-03 00:39:31.032283","40.66281","'-74.11902","22","'+12014553010","4","07002"
"xFp3xSQ43J-i7nmJfNBsZA","Norikoh","[{""S"":""43 W 24th St""},{""S"":""New York, NY 10010""}]","norikoh-new-york-8","New York","korean","2022-03-03 00:43:56.499605","40.7433","'-73.99137","579","'+16462308191","4","10010"
"wAmWk6hQaHjREDVe8z2otA","Pampano Taqueria","[{""S"":""805 3rd Ave""},{""S"":""New York, NY 10022""}]","pampano-taqueria-new-york","New York","mexican","2022-03-03 00:40:21.564307","40.75537","'-73.97054","166","'+12127515257","3.5","10022"
"76B7-T4f1EdsQsoI0NM9Wg","Beso","[{""S"":""11 Schuyler St""},{""S"":""Staten Island, NY 10301""}]","beso-staten-island","Staten Island","mexican","2022-03-03 00:40:10.005050","40.6433825472408","'-74.0769100798997","575","'+17188168162","4","10301"
"0zpYCNSsGOo6j7s0j1AKWg","Go Go Curry Queens Express","[{""S"":""43-31 33rd St""},{""S"":""4th Floor""},{""S"":""Long Island City, NY 11101""}]","go-go-curry-queens-express-long-island-city-2","Long Island City","japanese","2022-03-03 00:43:19.374413","40.745366","'-73.931413","1","'+17187668884","1","11101"
"kCk2uqmmJBQ80iLuncNhlQ","Kiraku Sushi","[{""S"":""1948 Williamsbridge Rd""},{""S"":""Bronx, NY 10461""}]","kiraku-sushi-bronx","Bronx","japanese","2022-03-03 00:43:26.453852","40.8532877","'-73.8534942","89","'+17183798866","3.5","10461"
"lj1dgpWHiymVFNWp3vzC1A","Colina Cuervo","[{""S"":""759 Nostrand Ave""},{""S"":""Brooklyn, NY 11216""}]","colina-cuervo-brooklyn","Brooklyn","mexican","2022-03-03 00:40:31.506533","40.6713243870099","'-73.9503035730164","198","'+17185522005","4.5","11216"
"noBCTbD1Ylf5QR7PXy-rkA","Cafe Himalaya","[{""S"":""78 E 1st St""},{""S"":""New York, NY 10009""}]","cafe-himalaya-new-york-2","New York","indian","2022-03-03 00:39:29.569257","40.7232289034083","'-73.9879441220901","645","'+12123580160","4","10009"
"XZBxx5rdGBBnT2RPSdV8EQ","The Spring Lounge","[{""S"":""48 Spring St""},{""S"":""New York, NY 10012""}]","the-spring-lounge-new-york","New York","mexican","2022-03-03 00:40:23.238513","40.7219399","'-73.99642","254","'+12129651774","3.5","10012"
"XaEFFUabnbH8ZF7ccmSAlQ","South Of The Clouds","[{""S"":""16 W 8th St""},{""S"":""New York, NY 10011""}]","south-of-the-clouds-new-york","New York","chinese","2022-03-03 00:39:45.804150","40.73264","'-73.99752","232","'+12128889653","4","10011"
"07CFPHGST8k37uHYAGxYqQ","Pink Moose","[{""S"":""1070 1st Ave""},{""S"":""New York, NY 10022""}]","pink-moose-new-york","New York","italian","2022-03-03 00:41:48.450675","40.75911","'-73.96212","175","'+12122560788","4.5","10022"
"OHD58Nwnf5sSMpSgpiUk3Q","Aroma Palace Restaurant","[{""S"":""461 Port Richmond Ave""},{""S"":""Elm Park, NY 10302""}]","aroma-palace-restaurant-elm-park","Elm Park","indian","2022-03-03 00:39:39.098260","40.6311378479004","'-74.1384887695312","3","'+17185569500","4.5","10302"
"Nssb3grMQtYfJOs1HFId8A","VeganHood","[{""S"":""245 W 135th St""},{""S"":""New York, NY 10030""}]","veganhood-new-york","New York","indian","2022-03-03 00:39:39.408318","40.816486","'-73.945778","31","'+19172658172","4.5","10030"
"qNmHq3ST2bBinAN-TatwSg","Mirakuya - Brooklyn","[{""S"":""727 Flushing Ave""},{""S"":""Brooklyn, NY 11206""}]","mirakuya-brooklyn-brooklyn","Brooklyn","japanese","2022-03-03 00:43:01.071486","40.7004883125668","'-73.9435394480824","61","'+17185763279","4","11206"
"47_jHPl3p4-OYGCVLy2ZIA","Salvatoria Kitchen & Bar","[{""S"":""31-18 Broadway""},{""S"":""Astoria, NY 11106""}]","salvatoria-kitchen-and-bar-astoria","Astoria","mexican","2022-03-03 00:40:23.085226","40.76142","'-73.92486","230","'+17187772829","4.5","11106"
"IFZ3_d01uflGixWrrD8_gg","Ariana Afghan Kebab Restaurant","[{""S"":""787 9th Ave""},{""S"":""Apt 3N""},{""S"":""New York, NY 10019""}]","ariana-afghan-kebab-restaurant-new-york","New York","indian","2022-03-03 00:39:31.197800","40.76515","'-73.98813","512","'+12122622323","4","10019"
"busL3obPpNkF5a9ISfO5wQ","Ujala Kabab Restaurant 2","[{""S"":""713 Newark Ave""},{""S"":""Jersey City, NJ 07306""}]","ujala-kabab-restaurant-2-jersey-city","Jersey City","indian","2022-03-03 00:39:40.632447","40.734945","'-74.0612918","3","'+12019185203","3.5","07306"
"z1R0tUFUZ7RU_kQTlzRsZg","Asian Tokyo","[{""S"":""4685 Manhattan College Pkwy""},{""S"":""Bronx, NY 10471""}]","asian-tokyo-bronx","Bronx","japanese","2022-03-03 00:43:19.668070","40.8910472840381","'-73.8982448328066","69","'+17185435751","3.5","10471"
"XH2CNWlLU2HXROsT5NkCmA","Panda Express","[{""S"":""835 Third Ave""},{""S"":""New York, NY 10022""}]","panda-express-new-york-19","New York","chinese","2022-03-03 00:40:00.683841","40.75624","'-73.97012","115","'+12123552821","3","10022"
"enDIsmxSG2bQccQWgGNcbg","Takumen","[{""S"":""5-50 50th Ave""},{""S"":""Long Island City, NY 11101""}]","takumen-long-island-city-2","Long Island City","japanese","2022-03-03 00:42:02.969485","40.74259","'-73.9546699","248","'+17183617973","4","11101"
"10tnq8x2qI7ix7VqVP0rMw","Tacombi - Upper West Side","[{""S"":""377 Amsterdam Ave""},{""S"":""New York, NY 10024""}]","tacombi-upper-west-side-new-york","New York","mexican","2022-03-03 00:40:07.916941","40.78251","'-73.97856","197","'+16468223383","3.5","10024"
"NUFdHBhmlzJAZv0IpYuOoA","Sushi Tokyo Chelsea","[{""S"":""121 W 19th St""},{""S"":""New York, NY 10011""}]","sushi-tokyo-chelsea-new-york-2","New York","japanese","2022-03-03 00:43:01.203734","40.74081","'-73.99509","38","'+12126334330","4","10011"
"Ab-oC8Wm_R73gWQYOUW_xA","Unidentified Flying Chickens","[{""S"":""71-22 Roosevelt Ave""},{""S"":""Jackson Heights, NY 11372""}]","unidentified-flying-chickens-jackson-heights-6","Jackson Heights","korean","2022-03-03 00:44:12.537868","40.746559","'-73.8940372","699","'+17182056662","3.5","11372"
"WtaM26GHmDBiUpVB4lnl2w","The Roti Shack","[{""S"":""2915 Fulton St""},{""S"":""Brooklyn, NY 11207""}]","the-roti-shack-brooklyn","Brooklyn","indian","2022-03-03 00:39:41.005257","40.679361","'-73.887147","1","'+17189287040","4","11207"
"bgMbt6XbOaAu5VNXr5kCdQ","Polash","[{""S"":""2179 3rd Ave""},{""S"":""New York, NY 10035""}]","polash-new-york","New York","indian","2022-03-03 00:39:29.361000","40.79965","'-73.93855","221","'+12124100276","4","10035"
"fyC2cBsQ0FsMJmv0jSworg","Donna Margherita","[{""S"":""1304 2nd Ave""},{""S"":""Ste A""},{""S"":""New York, NY 10065""}]","donna-margherita-new-york","New York","italian","2022-03-03 00:40:37.091268","40.76652","'-73.9598","117","'+12127721169","4.5","10065"
"zEgjnd9lBU1ppfiL1U8_TA","Congee Village","[{""S"":""36-36 Prince St""},{""S"":""Flushing, NY 11354""}]","congee-village-flushing-2","Flushing","chinese","2022-03-03 00:40:02.148275","40.7610286904226","'-73.8329778607309","358","'+17188889799","2.5","11354"
"jRiMLcjWiNfGJlQbu12-HQ","Finest Food House","[{""S"":""1075A Liberty Ave""},{""S"":""Brooklyn, NY 11208""}]","finest-food-house-brooklyn","Brooklyn","indian","2022-03-03 00:39:39.448089","40.678554","'-73.869642","3","'+17187087611","4.5","11208"
"jRZ3SuJ--vimE47dna3J7Q","Hannosuke","[{""S"":""595 River Rd""},{""S"":""Edgewater, NJ 07020""}]","hannosuke-edgewater-2","Edgewater","japanese","2022-03-03 00:42:46.759268","40.81617969251635","'-73.9798458527666","139","'+12019451612","3.5","07020"
"gNmF50bsYnpVQCNXoW02mg","Jing Fong Restaurant","[{""S"":""202 Centre St""},{""S"":""New York, NY 10013""}]","jing-fong-restaurant-new-york-3","New York","chinese","2022-03-03 00:39:52.572617","40.71882649220873","'-73.99901858958395","22","'+12129645256","4","10013"
"YCBjn0t4bMaQb8Bk7l37ng","Gan Asia","[{""S"":""691 Amsterdam Ave""},{""S"":""New York, NY 10025""}]","gan-asia-new-york","New York","chinese","2022-03-03 00:40:02.726897","40.7923393","'-73.971405","45","'+12122803800","2.5","10025"
"dpCSDy9uefOEcY44FHss2Q","Hyo Dong Gak","[{""S"":""51 W 35th St""},{""S"":""New York, NY 10001""}]","hyo-dong-gak-new-york","New York","korean","2022-03-03 00:43:41.446357","40.7501219","'-73.9862269","423","'+12126956674","3.5","10001"
"9T8Ootw4aqmaO42gI-wBSA","Botte UES","[{""S"":""1606 1st Ave""},{""S"":""New York, NY 10028""}]","botte-ues-new-york","New York","italian","2022-03-03 00:41:18.080516","40.775079766410514","'-73.95047928303218","32","'+12122070052","4","10028"
"R1eZIyH8dOECfqUGGcANdQ","Red Star Restaurant","[{""S"":""112 E 116th St""},{""S"":""New York, NY 10029""}]","red-star-restaurant-new-york","New York","chinese","2022-03-03 00:40:02.745367","40.7987632751465","'-73.9426727294922","20","'+12128608883","3.5","10029"
"9yTwuznxkJo9JZl7KBZ0zw","Hibachi Express","[{""S"":""536 E 14th St""},{""S"":""New York, NY 10009""}]","hibachi-express-new-york-17","New York","chinese","2022-03-03 00:40:01.026078","40.729499","'-73.978765","23","'+19172617701","3.5","10009"
"8hxvfFZH4kPp35kH5DhnIw","Kumo Sushi","[{""S"":""165 W 72nd St""},{""S"":""New York, NY 10023""}]","kumo-sushi-new-york-4","New York","japanese","2022-03-03 00:42:32.831418","40.7785911560059","'-73.9808349609375","171","'+12125805900","3","10023"
"e03tT0hH6qU-_dR8pwFa0Q","Mr Wonton","[{""S"":""4411 Queens Blvd""},{""S"":""Sunnyside, NY 11104""}]","mr-wonton-sunnyside","Sunnyside","chinese","2022-03-03 00:40:02.886880","40.743636","'-73.9202633","57","'+17184332672","3","11104"
"FXDMFBM-rV2s5MHzA33d2g","Bombay Grill House","[{""S"":""764 9th Ave""},{""S"":""New York, NY 10019""}]","bombay-grill-house-new-york-3","New York","indian","2022-03-03 00:39:28.674474","40.76415","'-73.98806","288","'+12129771010","4","10019"
"uPW_isMEB92IDrX04pLK1g","Delhi Heights","[{""S"":""37-66 74th St""},{""S"":""Jackson Heights, NY 11372""}]","delhi-heights-jackson-heights-2","Jackson Heights","indian","2022-03-03 00:39:30.834505","40.7471","'-73.89176","326","'+17185071111","3.5","11372"
"loLFoBWWXfpFu9fOdWebHQ","Yong Sheng","[{""S"":""2825 Frederick Douglass Blvd""},{""S"":""New York, NY 10039""}]","yong-sheng-new-york","New York","chinese","2022-03-03 00:40:03.287880","40.82645","'-73.93951","12","'+12128622702","4","10039"
"QzPaA7e4O7iabpwr99pmiQ","Tawa Tandor","[{""S"":""49 74th St""},{""S"":""New York, NY 11372""}]","tawa-tandor-new-york","New York","indian","2022-03-03 00:39:44.923056","40.7475662231445","'-73.8915100097656","4","","2","11372"
"0oRYwB_SLqjHptvUQwwe2w","Tajin","[{""S"":""85 Greenwich St""},{""S"":""New York, NY 10006""}]","tajin-new-york","New York","mexican","2022-03-03 00:40:09.664026","40.707905071154805","'-74.01362173954276","251","'+12125095017","3.5","10006"
"PMp7WlHIXQUnej-Ds1jRfw","Blind Tiger Ale House","[{""S"":""281 Bleecker St""},{""S"":""New York, NY 10014""}]","blind-tiger-ale-house-new-york","New York","mexican","2022-03-03 00:40:24.209613","40.731926","'-74.003223","910","'+12124624682","4","10014"
"01m-oqxaCifh0s0eU03bBg","Asia Express","[{""S"":""493 2nd Ave""},{""S"":""New York, NY 10016""}]","asia-express-new-york-2","New York","chinese","2022-03-03 00:39:47.441366","40.74094","'-73.97891","65","'+12126869888","3","10016"
"9MIoDxACK6oSLwz4BVK0IQ","Sushi By Bou - Jersey City","[{""S"":""218 Newark Ave""},{""S"":""Jersey City, NJ 07302""}]","sushi-by-bou-jersey-city-jersey-city-4","Jersey City","japanese","2022-03-03 00:43:05.104039","40.722273","'-74.0470235","176","'+12016143660","4.5","07302"
"jzEaiiRa3497HWdf4QKHIA","La Pizza & La Pasta at Eataly NYC Downtown","[{""S"":""4 World Trade Ctr""},{""S"":""Eataly""},{""S"":""New York, NY 10006""}]","la-pizza-and-la-pasta-at-eataly-nyc-downtown-new-york","New York","italian","2022-03-03 00:41:17.651483","40.7102419339859","'-74.0124460392414","162","'+12128972895","3","10006"
"e5c8jGklVNKoaURcDsVxgQ","Curry Up Now","[{""S"":""91 Washington St""},{""S"":""Hoboken, NJ 07030""}]","curry-up-now-hoboken","Hoboken","indian","2022-03-03 00:39:29.527193","40.737138","'-74.030709","175","'+12016592879","4","07030"
"XKDHsS8PevoEdFLNtt05FA","Shuya Cafe De Ramen","[{""S"":""42-13 Broadway""},{""S"":""Astoria, NY 11103""}]","shuya-cafe-de-ramen-astoria","Astoria","korean","2022-03-03 00:44:32.729972","40.758007205736","'-73.9167939666258","315","'+17187770430","4.5","11103"
"PwIMIWCzL7tlOVb-v0_RKw","Emperor House","[{""S"":""767 Forest Ave""},{""S"":""Staten Island, NY 10310""}]","emperor-house-staten-island","Staten Island","chinese","2022-03-03 00:40:03.476824","40.629383","'-74.114723","22","'+17184423507","4","10310"
"YuzOnNDfRKixNJiaVy5Baw","Roberta's Pizza","[{""S"":""230 Park Ave""},{""S"":""New York, NY 10169""}]","robertas-pizza-new-york-2","New York","italian","2022-03-03 00:40:47.555522","40.754393","'-73.976103","234","'+16467470820","4","10169"
"iufQFxf-g1j-5lC6GRTiog","The Migrant Kitchen - Brooklyn","[{""S"":""55 Water St""},{""S"":""Brooklyn, NY 11201""}]","the-migrant-kitchen-brooklyn-brooklyn","Brooklyn","mexican","2022-03-03 00:40:22.546311","40.704251","'-74.010636","43","'+19177475601","4.5","11201"
"LTfR_0NiS7OIRCfkaAJg9w","Silver Rice","[{""S"":""638 Park Pl""},{""S"":""Brooklyn, NY 11238""}]","silver-rice-brooklyn","Brooklyn","japanese","2022-03-03 00:43:01.450614","40.6742123562615","'-73.9568891376257","307","'+17183988100","4.5","11238"
"OMw-E4_y1BHv4EgWdtFleg","Pokeworks","[{""S"":""330 West 34th St""},{""S"":""New York, NY 10001""}]","pokeworks-new-york-18","New York","korean","2022-03-03 00:44:33.005821","40.75258","'-73.99551","9","'+19172616361","4.5","10001"
"nFqb7D7nng2FKunqlSd6XA","Empire Chinese Restaurant","[{""S"":""103 Featherbed Ln""},{""S"":""Bronx, NY 10452""}]","empire-chinese-restaurant-bronx","Bronx","chinese","2022-03-03 00:40:02.717998","40.846452","'-73.918398","8","'+17182999190","3","10452"
"cOnQnP9GwyvhQjCJbSz5Fg","Mahboob-e-Elahi","[{""S"":""580 Montgomery St""},{""S"":""Jersey City, NJ 07302""}]","mahboob-e-elahi-jersey-city","Jersey City","indian","2022-03-03 00:39:40.213630","40.723083","'-74.060844","10","'+12013333378","3.5","07302"
"TN1dGAwvNevkzXfL0sU41A","BLVD Wine Bar","[{""S"":""4720 Center Blvd""},{""S"":""Long Island City, NY 11109""}]","blvd-wine-bar-long-island-city","Long Island City","italian","2022-03-03 00:41:03.298327","40.74596","'-73.9575","173","'+17184408520","4","11109"
